qnum,muni,codeibge,codesetor,group,incumbent_wins,acc_status,ana_rank,data,hora_1,sex,age,politics_interest,turnout_2012,vote_2012,same_race_mayor,turnout_2014,vote_2014,partisan,muni_biggest_prob,politician_helped,edu_contas_rank,mayor_pid,govt_eval_baseline,acc_eval_baseline,uncertain_acc_baseline,edu_eval_baseline,uncertain_edu_baseline,tce_knowledge,ana_knowledge,child_school,confid_fedgov,confid_justice,confid_tce,confid_muni,acc_responsible,edu_responsible,prob_vote_buying,prob_vote_monitoring,prob_vote_count,info_welfare,source_cred1,acc_rejected_prior,tce_prior_cert,ana_prior,edu_prior_uncert,treat_quest,years_edu,race,religion,income,relative_wellbeing,pesq,hora_2,ana,accounts,acc_rejected,control,good_ana,good_accounts,female,edu_rank1,acc_rank1,info_corrupt_welfare1,source_cred1_survey,free_fair,acc_goodsurprise,acc_badsurprise,acc_nosurprise,list1,list2,carlos,flier,area1,area2,turnout,vote_choice,list_exp_vote,decision_factors,top3_1,top3_2,top3_3,govt_eval,pol_effort,pol_honesty,good_schools1,good_schools2,good_schools3,acc_rejected_posterior,ana_posterior,acc_backlash,ideb_heard,ideb_heard_from1,ideb_heard_from2,ideb_heard_from3,ideb_goal_met,received_flier,heard_others_flier,flier_openended1,flier_openended2,flier_openended3,vote_vig,uncertain_edu_eval,uncertain_acc_eval,uncertain_edu_open,uncertain_acc_open,edu_eval,acc_eval,vote_buying_list,vote_list,vig_treatment,valid_vote,vote_party,vote,vote_winner,vote_vig_strict,info_most_important,info_import,attrited,acc_correct,ana_correct,acc_anysurprise,competitiveness
2974,Trindade,2615607,261560705000010,(3) Educação,0,REJEIÇÃO,136,1309,1732,Mulher,48,Nada interessado(a),1,0,1,Sim,Dilma Rousseff,1,Saneamento básico (água e esgoto),0,A administração das contas do município,2,3,Regular,7,Péssimo,7,1,1,1,3,4,5,1,7,7,4,1,1,Se ele se envolveu em corrupção,Uma pessoa fazendo uma pesquisa,0,Inseguro(a),45,Seguro(a),Não,4,Parda,Católica,"Até R$ 440,00",Igual,4,1750,1,0,1,0,0,1,1,0,1,1,0,2,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto",NA,NA,Educação,escolas municipais,contas do município,1,1,1,Benefícios para a comunidade,Conversas com amigos ou familiares,NA,NA,2,2,2,Ter professores bem formados,Ter professores bem pagos,Ter bom desempenho em avaliações nacionais,1,185,Não,Não,NA,NA,NA,NS/NR,1,Não,NA,NA,NA,1,3,2,Os professores não faltam/Tem aulas frequentes,NA,4,2,1,0,0,1,PSL,0,0,0,0,NA,0,1,135,1,0.8460013218770654
2975,Trindade,2615607,261560705000010,(2) Gestão Financeira,0,REJEIÇÃO,136,1409,815,Mulher,31,Muito interessado(a),1,0,0,Sim,Dilma Rousseff,1,Saneamento básico (água e esgoto),0,A administração das contas do município,1,5,Regular,7,Péssimo,7,1,0,1,1,1,3,3,7,7,1,2,3,Se ele se envolveu em corrupção,Uma pessoa fazendo uma pesquisa,1,Muito seguro(a),53,Inseguro(a),Sim,8,Branca,Católica,"De R$ 880,01 até R$ 1.320,00",Igual,4,826,0,1,1,0,0,0,1,0,1,1,0,5,0,0,1,NA,"
Votar em um candidato que perdeu as eleições para prefeito","Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Gestão Financ.,escolas municipais,contas do município,1,1,2,Benefícios para a comunidade,Conhecer pessoalmente algum candidato,Conversas com amigos ou familiares,O que aprendi durante a campanha sobre o atual prefeito,1,1,1,Ter professores bem formados,Ser escola de tempo integral,Ter professores bem pagos,1,185,Sim,Sim,Político ou alguém que trabalha para um político,NA,NA,Sim,1,Sim,Falava sobre a rejeição das contas da prefeitura,NA,NA,0,4,1,Falta de investimento na educação,NA,1,1,0,1,1,1,PSL,0,0,0,0,1,0,1,135,0,0.8460013218770654
2976,Trindade,2615607,261560705000010,(2) Gestão Financeira,0,REJEIÇÃO,136,1409,841,Mulher,37,Pouco interessado(a),1,1,0,Sim,Dilma Rousseff,0,Saúde/hospitais/postos de saúde,0,Igualmente importantes,2,3,Regular,7,Regular,7,1,1,1,6,5,6,6,7,7,1,3,1,Se ele consegue trazer benefícios e serviços para a população,Um debate entre os candidatos,0,Inseguro(a),9,Seguro(a),Não,12,Parda,Católica,"Até R$ 440,00",Pior,4,854,0,1,1,0,0,1,1,0,0,0,0,4,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto",NA,"Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Gestão Financ.,escolas municipais,contas do município,1,1,1,Benefícios para a comunidade,Conversas com amigos ou familiares,O que aprendi durante a campanha sobre candidatos da oposição,Outro fator,3,4,2,Ter bom desempenho em avaliações nacionais,Ter professores bem formados,Ter acesso a Internet,0,9,Não,Não,NA,NA,NA,NS/NR,1,Não,NA,NA,NA,0,4,2,Falta de investimento na educação,NA,3,NA,1,0,1,1,PSL,0,0,0,0,0,0,0,57,1,0.8460013218770654
2977,Trindade,2615607,261560705000010,(2) Gestão Financeira,0,REJEIÇÃO,136,1409,905,Homem,29,Pouco interessado(a),1,0,1,Sim,Dilma Rousseff,0,Saúde/hospitais/postos de saúde,0,A administração das escolas municipais,3,4,Regular,7,Péssimo,7,1,0,1,4,3,5,2,7,7,4,3,3,Se ele se envolveu em corrupção,Um político local,0,Inseguro(a),33,Inseguro(a),Não,11,Parda,Protestante Tradicional ou Evangélica não Pentecostal,"De R$ 1.320,01 até R$ 1.760,00",Igual,4,920,0,1,1,0,0,1,0,1,0,1,0,6,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto",NA,"Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Gestão Financ.,escolas municipais,contas do município,1,1,2,Benefícios para a comunidade,O que aprendi durante a campanha sobre o atual prefeito,Conversas com amigos ou familiares,A recomendação do meu padre ou pastor,2,2,1,Ter professores bem formados,Ser escola de tempo integral,Ter acesso a Internet,1,29,Não,Não,NA,NA,NA,NS/NR,1,Sim,Falava sobre a rejeição das contas da prefeitura,NA,NA,0,3,2,Má qualidade do ensino/Professores mau qualificados,NA,3,1,1,0,1,1,PSL,0,0,0,1,1,0,1,77,1,0.8460013218770654
2978,Trindade,2615607,261560705000010,(3) Educação,0,REJEIÇÃO,136,1409,930,Homem,19,Pouco interessado(a),0,0,1,Sim,Aécio Neves,0,Saúde/hospitais/postos de saúde,0,A administração das contas do município,4,5,Péssimo,7,Regular,7,1,0,0,4,4,4,4,7,7,4,3,2,Se ele se envolveu em corrupção,Um debate entre os candidatos,1,Seguro(a),125,Seguro(a),Não,12,Parda,Católica,"De R$ 440,01 até R$ 880,00",Igual,4,941,1,0,1,0,0,0,0,0,1,1,0,5,0,0,1,NA,"
Votar em um candidato que perdeu as eleições para prefeito",NA,Educação,contas do município,escolas municipais,1,1,4,Benefícios para a comunidade,O que aprendi durante a campanha sobre o atual prefeito,O que aprendi durante a campanha sobre candidatos da oposição,Conhecer pessoalmente algum candidato,1,1,1,Ter professores bem pagos,Ser escola de tempo integral,Ter professores bem formados,1,137,Sim,Sim,Vizinho ou amigo,NA,NA,NS/NR,0,Não,NA,NA,NA,0,3,2,Falta de investimento na educação,Atraso no pagamento dos funcionários,3,1,0,1,0,1,PSL,0,0,0,1,1,0,1,183,0,0.8460013218770654
2979,Trindade,2615607,261560705000010,(1) Controle,0,REJEIÇÃO,136,1409,948,Mulher,63,Interessado(a),1,1,1,Sim,Dilma Rousseff,1,Saneamento básico (água e esgoto),0,A administração das contas do município,5,2,Bom,7,Bom,7,0,1,0,1,7,5,7,5,6,4,3,1,Se ele se envolveu em corrupção,Um debate entre os candidatos,1,Seguro(a),9,Seguro(a),Não,1,Parda,Católica,"De R$ 440,01 até R$ 880,00",Igual,4,959,0,0,1,1,0,0,1,0,1,1,0,4,0,0,1,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto",NA,NA,Gestão Financ.,contas do município,escolas municipais,1,2,1,NA,Conversas com amigos ou familiares,NA,NA,4,4,3,Ficar perto da sua casa,Ter professores bem pagos,Ter professores bem formados,0,161,Não,Não,NA,NA,NA,NS/NR,0,Não,NA,NA,NA,1,1,2,NA,NS/NR,NA,NA,1,0,0,1,PSB,1,1,0,0,NA,0,0,159,0,0.8460013218770654
2980,Trindade,2615607,261560705000010,(1) Controle,0,REJEIÇÃO,136,1409,1008,Mulher,41,Interessado(a),1,1,0,Sim,Dilma Rousseff,1,Falta de água,1,Igualmente importantes,4,3,Regular,7,Regular,7,1,0,1,6,7,6,4,7,7,1,1,1,Se ele consegue trazer benefícios e serviços para a população,Uma pessoa fazendo uma pesquisa,0,Seguro(a),101,Inseguro(a),Não,3,Parda,Católica,"Até R$ 440,00",Igual,4,1017,0,0,1,1,0,1,1,0,0,0,0,2,0,1,0,NA,"
Votar em um candidato que perdeu as eleições para prefeito","Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Educação,escolas municipais,contas do município,1,2,1,Benefícios para a comunidade,Conhecer pessoalmente algum candidato,O que aprendi durante a campanha sobre candidatos da oposição,O que aprendi durante a campanha sobre o atual prefeito,4,2,2,Ficar perto da sua casa,Ter professores bem formados,Ser escola de tempo integral,0,89,Não,Não,NA,NA,NA,NS/NR,0,Não,NA,NA,NA,1,3,2,Investimento na educação,NA,4,3,0,1,1,1,PSB,1,1,0,0,1,0,0,137,1,0.8460013218770654
2981,Trindade,2615607,261560705000010,(1) Controle,0,REJEIÇÃO,136,1409,1033,Homem,39,Pouco interessado(a),1,0,1,Sim,Dilma Rousseff,1,Falta de água,0,A administração das contas do município,3,3,Regular,7,Ótimo,7,0,0,1,1,4,5,3,7,7,1,1,1,Se ele se envolveu em corrupção,Um debate entre os candidatos,1,Seguro(a),49,Seguro(a),Não,5,Parda,Católica,"De R$ 440,01 até R$ 880,00",Igual,4,1046,0,0,1,1,0,0,0,0,1,1,0,2,0,0,1,NA,NA,NA,Gestão Financ.,contas do município,escolas municipais,1,1,1,Benefícios para a comunidade,O que aprendi durante a campanha sobre candidatos da oposição,Conversas com amigos ou familiares,O que aprendi durante a campanha sobre o atual prefeito,3,NA,2,Ter acesso a Internet,Ter professores bem pagos,Ter professores bem formados,0,73,Sim,Não,NA,NA,NA,NS/NR,0,Não,NA,NA,NA,0,3,2,Investimento na educação,NS/NR,5,NA,0,0,0,1,PSL,0,0,0,0,1,0,0,121,0,0.8460013218770654
2982,Trindade,2615607,261560705000010,(3) Educação,0,REJEIÇÃO,136,1409,1118,Homem,51,Muito interessado(a),1,1,1,Sim,Dilma Rousseff,0,Saneamento básico (água e esgoto),1,A administração das contas do município,4,2,Bom,7,Bom,7,0,0,1,7,7,6,7,7,7,1,3,1,Se ele consegue trazer benefícios e serviços para a população,Um debate entre os candidatos,0,Inseguro(a),181,Inseguro(a),Não,0,Preta,Católica,"De R$ 440,01 até R$ 880,00",Melhor,4,1128,1,0,1,0,1,1,0,0,1,0,0,4,0,1,0,NA,NA,NA,Educação,escolas municipais,contas do município,1,2,2,Benefícios para a comunidade,Conversas com amigos ou familiares,NA,NA,5,5,4,Ficar perto da sua casa,Ter acesso a Internet,Ter professores bem pagos,0,73,Não,Não,NA,NA,NA,NS/NR,1,Não,NA,NA,NA,1,3,2,Investimento na educação,NA,4,4,0,0,0,1,PSB,1,1,1,0,NA,0,0,121,1,0.8460013218770654
2983,Trindade,2615607,261560705000010,(3) Educação,0,REJEIÇÃO,136,1409,1142,Homem,41,Nada interessado(a),1,0,0,Sim,Dilma Rousseff,0,Desemprego/combate ao desemprego,0,A administração das contas do município,4,4,Bom,7,Ruim,7,0,0,1,2,1,1,5,7,7,4,3,1,Se ele se envolveu em corrupção,Um panfleto de uma ONG,0,Inseguro(a),21,Inseguro(a),Não,6,Amarela,Católica,"De R$ 440,01 até R$ 880,00",Igual,4,1154,1,0,1,0,0,1,0,0,1,1,1,4,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto","
Votar em um candidato que perdeu as eleições para prefeito",NA,Educação,escolas municipais,contas do município,1,1,1,Benefícios para a comunidade,O que aprendi durante a campanha sobre o atual prefeito,Conversas com amigos ou familiares,Outro fator,1,1,1,Ter professores bem pagos,Ter professores bem formados,Ter acesso a Internet,1,53,Não,Não,NA,NA,NA,Não,1,Não,NA,NA,NA,0,3,2,Investimento na educação,NA,4,NA,1,1,0,1,PSL,0,0,0,1,1,0,1,101,1,0.8460013218770654
2984,Trindade,2615607,261560705000010,(1) Controle,0,REJEIÇÃO,136,1409,1211,Mulher,57,Interessado(a),1,1,1,Sim,Dilma Rousseff,1,Falta de água,1,A administração das contas do município,4,2,Bom,7,Bom,7,0,0,1,5,6,4,6,5,7,4,3,1,"O desempenho do prefeito em suas funções; por exemplo, quantas vezes por semana ele vai à prefeitura",Um debate entre os candidatos,0,Seguro(a),99,Inseguro(a),Não,0,Parda,Católica,"De R$ 440,01 até R$ 880,00",Melhor,4,1225,0,0,1,1,0,1,1,0,1,0,0,4,0,1,0,NA,"
Votar em um candidato que perdeu as eleições para prefeito","Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Educação,escolas municipais,contas do município,1,2,2,As políticas do meu candidato,Conversas com amigos ou familiares,O que aprendi durante a campanha sobre o atual prefeito,NA,4,4,NA,Ficar perto da sua casa,Ter professores bem formados,Ter professores bem pagos,0,133,Não,NA,NA,NA,NA,NS/NR,0,Não,NA,NA,NA,0,3,2,Investimento na educação,NA,4,NA,0,1,1,1,PSB,1,1,0,0,1,0,0,181,1,0.8460013218770654
2985,Trindade,2615607,261560705000012,(2) Gestão Financeira,0,REJEIÇÃO,136,1409,1624,Mulher,50,Nada interessado(a),1,1,1,Sim,Aécio Neves,1,Falta de água,0,A administração das contas do município,1,2,Bom,7,Bom,7,1,0,0,6,6,5,7,7,7,1,3,1,Se ele consegue trazer benefícios e serviços para a população,Uma pessoa influente da sua comunidade,1,Seguro(a),120,Inseguro(a),Não,12,Parda,"Nenhuma (Acredita em uma entidade suprema, mas não pertence a religião nenhuma)","De R$ 880,01 até R$ 1.320,00",Igual,35,1635,0,1,1,0,0,0,1,0,1,0,0,4,0,0,1,NA,"
Votar em um candidato que perdeu as eleições para prefeito","Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Gestão Financ.,contas do município,escolas municipais,1,2,3,O esforço do meu candidato/meu candidato é trabalhador,Conversas com amigos ou familiares,A recomendação de outro político,O que aprendi durante a campanha sobre o atual prefeito,4,4,4,Ter bom desempenho em avaliações nacionais,Ficar perto da sua casa,Ter professores bem formados,1,117,Não,Não,NA,NA,NA,NS/NR,1,Não,NA,NA,NA,1,3,2,Investimento na educação,Investe na saúde,4,4,0,1,1,1,PSB,1,1,0,0,1,0,1,165,0,0.8460013218770654
2986,Trindade,2615607,261560705000012,(1) Controle,0,REJEIÇÃO,136,1409,1638,Homem,59,Nada interessado(a),1,0,1,Sim,Dilma Rousseff,0,Segurança/violência/criminalidade,0,A administração das contas do município,1,4,Bom,7,Regular,7,1,0,0,6,7,5,1,7,7,1,3,1,"O desempenho do prefeito em suas funções; por exemplo, quantas vezes por semana ele vai à prefeitura",Uma pessoa influente da sua comunidade,1,Seguro(a),120,Seguro(a),Não,14,Parda,Espírita Kardecista,"De R$ 880,01 até R$ 1.320,00",Igual,35,1648,0,0,1,1,0,0,0,0,1,0,0,4,0,0,1,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto","
Votar em um candidato que perdeu as eleições para prefeito",NA,Gestão Financ.,escolas municipais,contas do município,1,1,2,O caráter e a integridade do meu candidato,O que aprendi durante a campanha sobre candidatos da oposição,Conhecer pessoalmente algum candidato,Conversas com amigos ou familiares,1,4,4,Ter bom desempenho em avaliações nacionais,Ficar perto da sua casa,Ter professores bem formados,1,145,NA,Não,NA,NA,NA,Sim,1,Não,NA,NA,NA,1,3,2,Investimento na educação,NA,4,4,1,1,0,1,PSL,0,0,1,0,0,0,1,175,0,0.8460013218770654
2987,Trindade,2615607,261560705000012,(1) Controle,0,REJEIÇÃO,136,1409,1700,Mulher,32,Pouco interessado(a),1,1,1,Sim,Dilma Rousseff,1,Segurança/violência/criminalidade,0,A administração das contas do município,1,3,Bom,7,Regular,7,0,1,1,5,3,4,6,7,7,1,4,1,Se ele consegue trazer benefícios e serviços para a população,Um debate entre os candidatos,0,Seguro(a),120,Seguro(a),Não,12,Parda,Católica,"De R$ 1.320,01 até R$ 1.760,00",Igual,35,1712,0,0,1,1,0,1,1,0,1,0,0,5,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto",NA,NA,Gestão Financ.,escolas municipais,contas do município,1,2,1,Benefícios para a comunidade,O que aprendi durante a campanha sobre o atual prefeito,O que aprendi durante a campanha sobre candidatos da oposição,Conversas com amigos ou familiares,5,5,4,Ter bom desempenho em avaliações nacionais,Ter professores bem formados,Ser escola de tempo integral,1,137,Não,Não,NA,NA,NA,Sim,1,Não,NA,NA,NA,1,3,2,Investimento na educação,NA,5,4,1,0,0,1,PSB,1,1,1,1,1,0,1,183,1,0.8460013218770654
2988,Trindade,2615607,261560705000012,(3) Educação,0,REJEIÇÃO,136,1409,1722,Mulher,21,Nada interessado(a),1,0,0,Sim,Marina Silva,0,Tráfico/consumo de drogas,0,A administração das escolas municipais,4,3,Regular,7,Bom,7,0,0,0,1,1,1,1,7,7,4,4,2,Se ele consegue trazer benefícios e serviços para a população,Uma pessoa influente da sua comunidade,0,Inseguro(a),120,Seguro(a),Não,12,Branca,Evangélica Pentecostal,"De R$ 880,01 até R$ 1.320,00",Igual,35,1730,1,0,1,0,0,1,1,1,0,0,0,6,0,1,0,NA,NA,NA,Educação,contas do município,escolas municipais,1,Branco/Nulo,1,NA,NA,NA,NA,2,2,1,Ter bom desempenho em avaliações nacionais,Ter professores bem formados,Ter acesso a Internet,1,145,Não,Não,NA,NA,NA,Não,1,Não,NA,NA,NA,1,3,2,Investimento na educação,Falta de calçamento asfalto,4,2,0,0,0,0,NA,0,0,1,NA,NA,0,1,175,1,0.8460013218770654
2989,Trindade,2615607,261560705000012,(3) Educação,0,REJEIÇÃO,136,1409,1740,Mulher,34,Muito interessado(a),1,1,1,Sim,Aécio Neves,1,Tráfico/consumo de drogas,1,A administração das contas do município,1,2,Bom,7,Regular,7,1,1,0,4,4,7,7,7,7,3,3,1,Se ele consegue trazer benefícios e serviços para a população,Uma pessoa influente da sua comunidade,0,Inseguro(a),80,Inseguro(a),Não,16,Parda,Católica,"De R$ 1.760,01 até R$ 2.640,00",Igual,35,1758,1,0,1,0,0,1,1,0,1,0,0,4,0,1,0,NA,"
Votar em um candidato que perdeu as eleições para prefeito",NA,Educação,contas do município,escolas municipais,1,2,3,O esforço do meu candidato/meu candidato é trabalhador,Conversas com amigos ou familiares,O que aprendi durante a campanha sobre candidatos da oposição,O que aprendi durante a campanha sobre o atual prefeito,4,4,4,Ter bom desempenho em avaliações nacionais,Ter acesso a Internet,Ter professores bem formados,0,NA,Não,Não,NA,NA,NA,NS/NR,1,Não,NA,NA,NA,1,3,2,Investimento na educação,Investe em obras na cidade,4,4,0,1,0,1,PSB,1,1,1,0,1,0,0,NA,1,0.8460013218770654
2990,Trindade,2615607,261560705000012,(3) Educação,0,REJEIÇÃO,136,1409,1802,Homem,19,Interessado(a),1,0,1,Sim,Dilma Rousseff,1,Má administração,0,Igualmente importantes,1,5,Péssimo,7,Regular,7,1,0,0,1,1,5,1,7,7,4,4,1,Se ele se envolveu em corrupção,Uma pessoa fazendo uma pesquisa,1,Seguro(a),136,Inseguro(a),Sim,12,Parda,Católica,"De R$ 880,01 até R$ 1.320,00",Igual,35,1810,1,0,1,0,0,0,0,0,0,1,0,5,0,0,1,NA,NA,NA,Educação,contas do município,escolas municipais,1,1,1,Benefícios para a comunidade,O que aprendi durante a campanha sobre candidatos da oposição,Conversas com amigos ou familiares,Outro fator,1,1,1,Ter bom desempenho em avaliações nacionais,Ter professores bem formados,Ter professores bem pagos,1,NA,Não,Não,NA,NA,NA,Não,1,Sim,Má colocação do município no IDEB,NA,NA,1,3,2,Má qualidade do ensino/Professores mau qualificados,Falta de investimento na saúde,3,2,0,0,0,1,PSL,0,0,0,0,0,0,1,NA,0,0.8460013218770654
2991,Trindade,2615607,261560705000012,(2) Gestão Financeira,0,REJEIÇÃO,136,1509,810,Mulher,62,Interessado(a),1,1,0,Sim,Aécio Neves,0,Falta de água,0,Igualmente importantes,1,2,Bom,7,Regular,7,1,0,0,1,1,4,7,7,7,1,3,1,"O desempenho do prefeito em suas funções; por exemplo, quantas vezes por semana ele vai à prefeitura",Uma pessoa influente da sua comunidade,1,Inseguro(a),120,Inseguro(a),Não,11,Branca,Espírita Kardecista,"De R$ 1.320,01 até R$ 1.760,00",Igual,35,820,0,1,1,0,0,0,1,0,0,0,0,4,0,0,1,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto","
Votar em um candidato que perdeu as eleições para prefeito","Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Gestão Financ.,escolas municipais,contas do município,1,2,3,O esforço do meu candidato/meu candidato é trabalhador,O que aprendi durante a campanha sobre o atual prefeito,Conversas com amigos ou familiares,O que aprendi durante a campanha sobre candidatos da oposição,4,5,4,Ter bom desempenho em avaliações nacionais,Ficar perto da sua casa,Ter acesso a Internet,0,101,Não,Não,NA,NA,NA,NS/NR,1,Não,NA,NA,NA,1,3,2,Investimento na educação,NA,4,4,1,1,1,1,PSB,1,1,0,1,1,0,0,149,0,0.8460013218770654
2992,Trindade,2615607,261560705000012,(3) Educação,0,REJEIÇÃO,136,1509,835,Mulher,68,Muito interessado(a),1,0,0,Sim,Dilma Rousseff,1,Má administração,0,A administração das contas do município,1,3,Péssimo,7,Bom,7,1,1,0,1,3,3,3,7,5,1,4,1,Se ele consegue trazer benefícios e serviços para a população,Um debate entre os candidatos,1,Seguro(a),120,Inseguro(a),Sim,16,Branca,Católica,"De R$ 4.400,01 até R$ 6.160,00",Igual,35,845,1,0,1,0,0,0,1,0,1,0,0,5,0,0,1,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto",NA,"Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Educação,contas do município,escolas municipais,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0.8460013218770654
2993,Trindade,2615607,261560705000012,(1) Controle,0,REJEIÇÃO,136,1509,905,Homem,36,Muito interessado(a),1,0,1,Sim,Eduardo Jorge,1,Má administração,1,A administração das contas do município,1,5,Ruim,7,Péssimo,7,1,0,0,3,3,5,1,7,7,4,4,1,"O desempenho do prefeito em suas funções; por exemplo, quantas vezes por semana ele vai à prefeitura",Uma pessoa influente da sua comunidade,1,Seguro(a),120,Seguro(a),Não,14,Parda,Católica,"De R$ 1.760,01 até R$ 2.640,00",Igual,35,920,0,0,1,1,0,0,0,0,1,0,0,5,0,0,1,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto","
Votar em um candidato que perdeu as eleições para prefeito","Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Gestão Financ.,escolas municipais,contas do município,1,1,4,O caráter e a integridade do meu candidato,Conhecer pessoalmente algum candidato,Conversas com amigos ou familiares,O que aprendi durante a campanha sobre candidatos da oposição,1,1,1,Ter professores bem formados,Ter professores bem pagos,Ser escola de tempo integral,1,137,Não,Não,NA,NA,NA,Sim,1,Sim,Falava sobre a rejeição das contas da prefeitura,NA,NA,0,3,2,Falta de investimento na educação,NA,2,2,1,1,1,1,PSL,0,0,0,0,0,0,1,183,0,0.8460013218770654
